sequence,urn,document,lexeme
109,urn:cts:compnov:bible.genesis:5.3,septuagint,ls.n19570
109,urn:cts:compnov:bible.genesis:5.3,septuagint,ls.n31146
110,urn:cts:compnov:bible.genesis:5.4,vulgate,ls.n17516
110,urn:cts:compnov:bible.genesis:5.4,vulgate,ls.n46529
110,urn:cts:compnov:bible.genesis:5.4,vulgate,ls.n19570
110,urn:cts:compnov:bible.genesis:5.4,targum,ls.n46529
110,urn:cts:compnov:bible.genesis:5.4,targum,ls.n19570
110,urn:cts:compnov:bible.genesis:5.4,septuagint,ls.n17516
110,urn:cts:compnov:bible.genesis:5.4,septuagint,ls.n46529
110,urn:cts:compnov:bible.genesis:5.4,septuagint,ls.n19570
111,urn:cts:compnov:bible.genesis:5.5,vulgate,ls.n17516
111,urn:cts:compnov:bible.genesis:5.5,vulgate,ls.n46529
111,urn:cts:compnov:bible.genesis:5.5,vulgate,ls.n51238
111,urn:cts:compnov:bible.genesis:5.5,vulgate,ls.n29707
111,urn:cts:compnov:bible.genesis:5.5,targum,ls.n46529
111,urn:cts:compnov:bible.genesis:5.5,targum,ls.n29707
111,urn:cts:compnov:bible.genesis:5.5,septuagint,ls.n17516
111,urn:cts:compnov:bible.genesis:5.5,septuagint,ls.n46529
111,urn:cts:compnov:bible.genesis:5.5,septuagint,ls.n29707
112,urn:cts:compnov:bible.genesis:5.6,vulgate,ls.n51238
112,urn:cts:compnov:bible.genesis:5.6,vulgate,ls.n19570
112,urn:cts:compnov:bible.genesis:5.6,targum,ls.n19570
112,urn:cts:compnov:bible.genesis:5.6,septuagint,ls.n19570
113,urn:cts:compnov:bible.genesis:5.7,vulgate,ls.n51238
113,urn:cts:compnov:bible.genesis:5.7,vulgate,ls.n19570
113,urn:cts:compnov:bible.genesis:5.7,targum,ls.n19570
113,urn:cts:compnov:bible.genesis:5.7,septuagint,ls.n19570
114,urn:cts:compnov:bible.genesis:5.8,vulgate,ls.n17516
114,urn:cts:compnov:bible.genesis:5.8,vulgate,ls.n46529
114,urn:cts:compnov:bible.genesis:5.8,vulgate,ls.n29707
114,urn:cts:compnov:bible.genesis:5.8,targum,ls.n46529
114,urn:cts:compnov:bible.genesis:5.8,targum,ls.n29707
114,urn:cts:compnov:bible.genesis:5.8,septuagint,ls.n17516
114,urn:cts:compnov:bible.genesis:5.8,septuagint,ls.n46529
114,urn:cts:compnov:bible.genesis:5.8,septuagint,ls.n29707
115,urn:cts:compnov:bible.genesis:5.9,vulgate,ls.n51238
115,urn:cts:compnov:bible.genesis:5.9,vulgate,ls.n19570
115,urn:cts:compnov:bible.genesis:5.9,targum,ls.n19570
116,urn:cts:compnov:bible.genesis:5.10,vulgate,ls.n33000
116,urn:cts:compnov:bible.genesis:5.10,vulgate,ls.n51238
116,urn:cts:compnov:bible.genesis:5.10,vulgate,ls.n19570
116,urn:cts:compnov:bible.genesis:5.10,targum,ls.n19570
116,urn:cts:compnov:bible.genesis:5.10,septuagint,ls.n19570
117,urn:cts:compnov:bible.genesis:5.11,vulgate,ls.n17516
117,urn:cts:compnov:bible.genesis:5.11,vulgate,ls.n46529
117,urn:cts:compnov:bible.genesis:5.11,vulgate,ls.n29707
117,urn:cts:compnov:bible.genesis:5.11,targum,ls.n46529
117,urn:cts:compnov:bible.genesis:5.11,targum,ls.n29707
117,urn:cts:compnov:bible.genesis:5.11,septuagint,ls.n17516
117,urn:cts:compnov:bible.genesis:5.11,septuagint,ls.n46529
117,urn:cts:compnov:bible.genesis:5.11,septuagint,ls.n29707
118,urn:cts:compnov:bible.genesis:5.12,vulgate,ls.n51238
118,urn:cts:compnov:bible.genesis:5.12,vulgate,ls.n19570
118,urn:cts:compnov:bible.genesis:5.12,targum,ls.n19570
118,urn:cts:compnov:bible.genesis:5.12,septuagint,ls.n19570
119,urn:cts:compnov:bible.genesis:5.13,vulgate,ls.n51238
119,urn:cts:compnov:bible.genesis:5.13,vulgate,ls.n19570
119,urn:cts:compnov:bible.genesis:5.13,targum,ls.n19570
119,urn:cts:compnov:bible.genesis:5.13,septuagint,ls.n19570
120,urn:cts:compnov:bible.genesis:5.14,vulgate,ls.n17516
120,urn:cts:compnov:bible.genesis:5.14,vulgate,ls.n46529
120,urn:cts:compnov:bible.genesis:5.14,vulgate,ls.n29707
120,urn:cts:compnov:bible.genesis:5.14,targum,ls.n46529
120,urn:cts:compnov:bible.genesis:5.14,targum,ls.n29707
120,urn:cts:compnov:bible.genesis:5.14,septuagint,ls.n17516
120,urn:cts:compnov:bible.genesis:5.14,septuagint,ls.n46529
120,urn:cts:compnov:bible.genesis:5.14,septuagint,ls.n29707
121,urn:cts:compnov:bible.genesis:5.15,vulgate,ls.n51238
121,urn:cts:compnov:bible.genesis:5.15,vulgate,ls.n19570
121,urn:cts:compnov:bible.genesis:5.15,targum,ls.n19570
121,urn:cts:compnov:bible.genesis:5.15,septuagint,ls.n19570
122,urn:cts:compnov:bible.genesis:5.16,vulgate,ls.n51238
122,urn:cts:compnov:bible.genesis:5.16,vulgate,ls.n19570
122,urn:cts:compnov:bible.genesis:5.16,targum,ls.n19570
122,urn:cts:compnov:bible.genesis:5.16,septuagint,ls.n19570
123,urn:cts:compnov:bible.genesis:5.17,vulgate,ls.n17516
123,urn:cts:compnov:bible.genesis:5.17,vulgate,ls.n46529
123,urn:cts:compnov:bible.genesis:5.17,vulgate,ls.n29707
123,urn:cts:compnov:bible.genesis:5.17,targum,ls.n46529
123,urn:cts:compnov:bible.genesis:5.17,targum,ls.n29707
123,urn:cts:compnov:bible.genesis:5.17,septuagint,ls.n17516
123,urn:cts:compnov:bible.genesis:5.17,septuagint,ls.n46529
124,urn:cts:compnov:bible.genesis:5.18,vulgate,ls.n51238
124,urn:cts:compnov:bible.genesis:5.18,vulgate,ls.n19570
124,urn:cts:compnov:bible.genesis:5.18,targum,ls.n19570
124,urn:cts:compnov:bible.genesis:5.18,septuagint,ls.n19570
125,urn:cts:compnov:bible.genesis:5.19,vulgate,ls.n51238
125,urn:cts:compnov:bible.genesis:5.19,vulgate,ls.n19570
125,urn:cts:compnov:bible.genesis:5.19,targum,ls.n19570
125,urn:cts:compnov:bible.genesis:5.19,septuagint,ls.n19570
126,urn:cts:compnov:bible.genesis:5.20,vulgate,ls.n17516
126,urn:cts:compnov:bible.genesis:5.20,vulgate,ls.n46529
126,urn:cts:compnov:bible.genesis:5.20,vulgate,ls.n29707
126,urn:cts:compnov:bible.genesis:5.20,targum,ls.n46529
126,urn:cts:compnov:bible.genesis:5.20,targum,ls.n29707
126,urn:cts:compnov:bible.genesis:5.20,septuagint,ls.n17516
126,urn:cts:compnov:bible.genesis:5.20,septuagint,ls.n46529
126,urn:cts:compnov:bible.genesis:5.20,septuagint,ls.n29707
127,urn:cts:compnov:bible.genesis:5.21,vulgate,ls.n51238
127,urn:cts:compnov:bible.genesis:5.21,vulgate,ls.n19570
127,urn:cts:compnov:bible.genesis:5.21,targum,ls.n19570
127,urn:cts:compnov:bible.genesis:5.21,septuagint,ls.n19570
128,urn:cts:compnov:bible.genesis:5.22,vulgate,ls.n51238
128,urn:cts:compnov:bible.genesis:5.22,vulgate,ls.n19570
128,urn:cts:compnov:bible.genesis:5.22,targum,ls.n19570
128,urn:cts:compnov:bible.genesis:5.22,septuagint,ls.n36504
128,urn:cts:compnov:bible.genesis:5.22,septuagint,ls.n19570
129,urn:cts:compnov:bible.genesis:5.23,vulgate,ls.n17516
129,urn:cts:compnov:bible.genesis:5.23,vulgate,ls.n46529
129,urn:cts:compnov:bible.genesis:5.23,targum,ls.n46529
129,urn:cts:compnov:bible.genesis:5.23,septuagint,ls.n17516
129,urn:cts:compnov:bible.genesis:5.23,septuagint,ls.n46529
130,urn:cts:compnov:bible.genesis:5.24,vulgate,ls.n3120
130,urn:cts:compnov:bible.genesis:5.24,vulgate,ls.n17964
130,urn:cts:compnov:bible.genesis:5.24,targum,ls.n32088
130,urn:cts:compnov:bible.genesis:5.24,septuagint,ls.n36504
130,urn:cts:compnov:bible.genesis:5.24,septuagint,ls.n24717
131,urn:cts:compnov:bible.genesis:5.25,vulgate,ls.n51238
131,urn:cts:compnov:bible.genesis:5.25,vulgate,ls.n19570
131,urn:cts:compnov:bible.genesis:5.25,targum,ls.n19570
131,urn:cts:compnov:bible.genesis:5.25,septuagint,ls.n19570
132,urn:cts:compnov:bible.genesis:5.26,vulgate,ls.n51238
132,urn:cts:compnov:bible.genesis:5.26,vulgate,ls.n19570
132,urn:cts:compnov:bible.genesis:5.26,targum,ls.n19570
132,urn:cts:compnov:bible.genesis:5.26,septuagint,ls.n19570
133,urn:cts:compnov:bible.genesis:5.27,vulgate,ls.n17516
133,urn:cts:compnov:bible.genesis:5.27,vulgate,ls.n46529
133,urn:cts:compnov:bible.genesis:5.27,vulgate,ls.n29707
133,urn:cts:compnov:bible.genesis:5.27,targum,ls.n46529
133,urn:cts:compnov:bible.genesis:5.27,targum,ls.n29707
133,urn:cts:compnov:bible.genesis:5.27,septuagint,ls.n17516
133,urn:cts:compnov:bible.genesis:5.27,septuagint,ls.n46529
133,urn:cts:compnov:bible.genesis:5.27,septuagint,ls.n29707
134,urn:cts:compnov:bible.genesis:5.28,vulgate,ls.n51238
134,urn:cts:compnov:bible.genesis:5.28,vulgate,ls.n19570
134,urn:cts:compnov:bible.genesis:5.28,targum,ls.n19570
134,urn:cts:compnov:bible.genesis:5.28,septuagint,ls.n19570
135,urn:cts:compnov:bible.genesis:5.29,vulgate,ls.n13804
135,urn:cts:compnov:bible.genesis:5.29,targum,ls.n13804
135,urn:cts:compnov:bible.genesis:5.29,septuagint,ls.n31146
135,urn:cts:compnov:bible.genesis:5.29,septuagint,ls.n13804
135,urn:cts:compnov:bible.genesis:5.29,septuagint,ls.n41284
135,urn:cts:compnov:bible.genesis:5.29,septuagint,ls.n17516
136,urn:cts:compnov:bible.genesis:5.30,vulgate,ls.n51238
136,urn:cts:compnov:bible.genesis:5.30,vulgate,ls.n19570
136,urn:cts:compnov:bible.genesis:5.30,targum,ls.n19570
136,urn:cts:compnov:bible.genesis:5.30,septuagint,ls.n19570
137,urn:cts:compnov:bible.genesis:5.31,vulgate,ls.n17516
137,urn:cts:compnov:bible.genesis:5.31,vulgate,ls.n46529
137,urn:cts:compnov:bible.genesis:5.31,vulgate,ls.n29707
137,urn:cts:compnov:bible.genesis:5.31,vulgate,ls.n19570
137,urn:cts:compnov:bible.genesis:5.31,targum,ls.n46529
137,urn:cts:compnov:bible.genesis:5.31,targum,ls.n29707
137,urn:cts:compnov:bible.genesis:5.31,targum,ls.n19570
137,urn:cts:compnov:bible.genesis:5.31,septuagint,ls.n17516
137,urn:cts:compnov:bible.genesis:5.31,septuagint,ls.n46529
137,urn:cts:compnov:bible.genesis:5.31,septuagint,ls.n29707
137,urn:cts:compnov:bible.genesis:5.31,septuagint,ls.n19570
138,urn:cts:compnov:bible.genesis:6.1,vulgate,ls.n8883
138,urn:cts:compnov:bible.genesis:6.1,vulgate,ls.n29924
138,urn:cts:compnov:bible.genesis:6.1,vulgate,ls.n38498
138,urn:cts:compnov:bible.genesis:6.1,targum,ls.n17516
138,urn:cts:compnov:bible.genesis:6.1,targum,ls.n46529
138,urn:cts:compnov:bible.genesis:6.1,targum,ls.n6614
138,urn:cts:compnov:bible.genesis:6.1,targum,ls.n29924
138,urn:cts:compnov:bible.genesis:6.1,targum,ls.n30423
138,urn:cts:compnov:bible.genesis:6.1,septuagint,ls.n17516
138,urn:cts:compnov:bible.genesis:6.1,septuagint,ls.n46529
138,urn:cts:compnov:bible.genesis:6.1,septuagint,ls.n6614
138,urn:cts:compnov:bible.genesis:6.1,septuagint,ls.n30423
139,urn:cts:compnov:bible.genesis:6.2,vulgate,ls.n50883
139,urn:cts:compnov:bible.genesis:6.2,vulgate,ls.n46529
139,urn:cts:compnov:bible.genesis:6.2,vulgate,ls.n363
139,urn:cts:compnov:bible.genesis:6.2,targum,ls.n46529
139,urn:cts:compnov:bible.genesis:6.2,targum,ls.n363
139,urn:cts:compnov:bible.genesis:6.2,septuagint,ls.n46529
139,urn:cts:compnov:bible.genesis:6.2,septuagint,ls.n363
140,urn:cts:compnov:bible.genesis:6.3,vulgate,ls.n13804
140,urn:cts:compnov:bible.genesis:6.3,vulgate,ls.n46529
140,urn:cts:compnov:bible.genesis:6.3,targum,ls.n13804
140,urn:cts:compnov:bible.genesis:6.3,targum,lexent.n15868
140,urn:cts:compnov:bible.genesis:6.3,targum,ls.n46529
140,urn:cts:compnov:bible.genesis:6.3,targum,ls.n14599
140,urn:cts:compnov:bible.genesis:6.3,septuagint,ls.n13804
140,urn:cts:compnov:bible.genesis:6.3,septuagint,ls.n46529
141,urn:cts:compnov:bible.genesis:6.4,vulgate,ls.n46529
141,urn:cts:compnov:bible.genesis:6.4,vulgate,ls.n19570
141,urn:cts:compnov:bible.genesis:6.4,targum,ls.n46529
141,urn:cts:compnov:bible.genesis:6.4,targum,ls.n19570
141,urn:cts:compnov:bible.genesis:6.4,septuagint,ls.n46529
141,urn:cts:compnov:bible.genesis:6.4,septuagint,ls.n19570
141,urn:cts:compnov:bible.genesis:6.4,septuagint,ls.n31146
142,urn:cts:compnov:bible.genesis:6.5,vulgate,ls.n50883
142,urn:cts:compnov:bible.genesis:6.5,vulgate,ls.n46529
142,urn:cts:compnov:bible.genesis:6.5,targum,ls.n46529
142,urn:cts:compnov:bible.genesis:6.5,targum,ls.n43681
142,urn:cts:compnov:bible.genesis:6.5,septuagint,ls.n29924
142,urn:cts:compnov:bible.genesis:6.5,septuagint,ls.n46529
143,urn:cts:compnov:bible.genesis:6.6,vulgate,ls.n17516
143,urn:cts:compnov:bible.genesis:6.6,vulgate,ls.n47460
143,urn:cts:compnov:bible.genesis:6.6,targum,ls.n17516
143,urn:cts:compnov:bible.genesis:6.6,targum,ls.n13804
143,urn:cts:compnov:bible.genesis:6.6,septuagint,ls.n17516
144,urn:cts:compnov:bible.genesis:6.7,vulgate,lexent.n23674
144,urn:cts:compnov:bible.genesis:6.7,vulgate,ls.n11543
144,urn:cts:compnov:bible.genesis:6.7,vulgate,ls.n17516
144,urn:cts:compnov:bible.genesis:6.7,targum,ls.n13804
144,urn:cts:compnov:bible.genesis:6.7,targum,ls.n11543
144,urn:cts:compnov:bible.genesis:6.7,targum,ls.n17516
144,urn:cts:compnov:bible.genesis:6.7,septuagint,ls.n13804
144,urn:cts:compnov:bible.genesis:6.7,septuagint,ls.n17516
145,urn:cts:compnov:bible.genesis:6.8,vulgate,ls.n24717
145,urn:cts:compnov:bible.genesis:6.8,targum,ls.n24717
145,urn:cts:compnov:bible.genesis:6.8,septuagint,ls.n24717
146,urn:cts:compnov:bible.genesis:6.9,vulgate,ls.n46529
146,urn:cts:compnov:bible.genesis:6.9,vulgate,ls.n34910
146,urn:cts:compnov:bible.genesis:6.9,targum,ls.n46529
146,urn:cts:compnov:bible.genesis:6.9,targum,ls.n25264
146,urn:cts:compnov:bible.genesis:6.9,targum,ls.n34910
146,urn:cts:compnov:bible.genesis:6.9,septuagint,ls.n25264
146,urn:cts:compnov:bible.genesis:6.9,septuagint,ls.n34910
146,urn:cts:compnov:bible.genesis:6.9,septuagint,ls.n36504
147,urn:cts:compnov:bible.genesis:6.10,vulgate,ls.n19570
147,urn:cts:compnov:bible.genesis:6.10,targum,ls.n19570
147,urn:cts:compnov:bible.genesis:6.10,septuagint,ls.n19570
148,urn:cts:compnov:bible.genesis:6.11,vulgate,ls.n46529
148,urn:cts:compnov:bible.genesis:6.11,vulgate,ls.n41195
148,urn:cts:compnov:bible.genesis:6.11,targum,ls.n46529
148,urn:cts:compnov:bible.genesis:6.11,septuagint,ls.n46529
148,urn:cts:compnov:bible.genesis:6.11,septuagint,ls.n41195
149,urn:cts:compnov:bible.genesis:6.12,vulgate,ls.n50883
149,urn:cts:compnov:bible.genesis:6.12,targum,ls.n46529
149,urn:cts:compnov:bible.genesis:6.12,septuagint,ls.n46529
150,urn:cts:compnov:bible.genesis:6.13,vulgate,ls.n13804
150,urn:cts:compnov:bible.genesis:6.13,vulgate,ls.n50442
150,urn:cts:compnov:bible.genesis:6.13,vulgate,ls.n41195
150,urn:cts:compnov:bible.genesis:6.13,vulgate,ls.n46529
150,urn:cts:compnov:bible.genesis:6.13,targum,ls.n13804
150,urn:cts:compnov:bible.genesis:6.13,targum,ls.n41195
150,urn:cts:compnov:bible.genesis:6.13,targum,ls.n46529
150,urn:cts:compnov:bible.genesis:6.13,septuagint,ls.n13804
150,urn:cts:compnov:bible.genesis:6.13,septuagint,ls.n41195
150,urn:cts:compnov:bible.genesis:6.13,septuagint,ls.n46529
151,urn:cts:compnov:bible.genesis:6.14,vulgate,ls.n17516
151,urn:cts:compnov:bible.genesis:6.14,targum,ls.n17516
151,urn:cts:compnov:bible.genesis:6.14,targum,lexent.n15868
151,urn:cts:compnov:bible.genesis:6.14,septuagint,ls.n17516
151,urn:cts:compnov:bible.genesis:6.14,septuagint,lexent.n15868
152,urn:cts:compnov:bible.genesis:6.15,vulgate,ls.n17516
152,urn:cts:compnov:bible.genesis:6.15,vulgate,lexent.n15868
152,urn:cts:compnov:bible.genesis:6.15,vulgate,ls.n46529
152,urn:cts:compnov:bible.genesis:6.15,targum,ls.n17516
152,urn:cts:compnov:bible.genesis:6.15,targum,lexent.n15868
152,urn:cts:compnov:bible.genesis:6.15,targum,ls.n46529
152,urn:cts:compnov:bible.genesis:6.15,septuagint,ls.n17516
153,urn:cts:compnov:bible.genesis:6.16,vulgate,ls.n17516
153,urn:cts:compnov:bible.genesis:6.16,vulgate,ls.n37010
153,urn:cts:compnov:bible.genesis:6.16,targum,ls.n17516
153,urn:cts:compnov:bible.genesis:6.16,targum,lexent.n15868
153,urn:cts:compnov:bible.genesis:6.16,targum,ls.n37010
153,urn:cts:compnov:bible.genesis:6.16,septuagint,ls.n9072
153,urn:cts:compnov:bible.genesis:6.16,septuagint,ls.n17516
153,urn:cts:compnov:bible.genesis:6.16,septuagint,lexent.n15868
154,urn:cts:compnov:bible.genesis:6.17,vulgate,ls.n24257
154,urn:cts:compnov:bible.genesis:6.17,vulgate,ls.n46529
154,urn:cts:compnov:bible.genesis:6.17,targum,ls.n46529
154,urn:cts:compnov:bible.genesis:6.17,targum,ls.n29707
154,urn:cts:compnov:bible.genesis:6.17,septuagint,ls.n24257
154,urn:cts:compnov:bible.genesis:6.17,septuagint,ls.n46529
154,urn:cts:compnov:bible.genesis:6.17,septuagint,ls.n29707
155,urn:cts:compnov:bible.genesis:6.18,vulgate,ls.n37010
156,urn:cts:compnov:bible.genesis:6.19,vulgate,ls.n51238
156,urn:cts:compnov:bible.genesis:6.19,targum,ls.n46529
156,urn:cts:compnov:bible.genesis:6.19,septuagint,ls.n31512
156,urn:cts:compnov:bible.genesis:6.19,septuagint,ls.n46529
157,urn:cts:compnov:bible.genesis:6.20,vulgate,lexent.n37193
157,urn:cts:compnov:bible.genesis:6.20,vulgate,ls.n51238
157,urn:cts:compnov:bible.genesis:6.20,septuagint,ls.n31512
158,urn:cts:compnov:bible.genesis:6.21,vulgate,lexent.n37193
158,urn:cts:compnov:bible.genesis:6.21,vulgate,ls.n46529
158,urn:cts:compnov:bible.genesis:6.21,targum,ls.n46587
158,urn:cts:compnov:bible.genesis:6.21,targum,ls.n46529
158,urn:cts:compnov:bible.genesis:6.21,septuagint,ls.n363
158,urn:cts:compnov:bible.genesis:6.21,septuagint,ls.n10292
158,urn:cts:compnov:bible.genesis:6.21,septuagint,ls.n46529
159,urn:cts:compnov:bible.genesis:6.22,vulgate,ls.n17516
159,urn:cts:compnov:bible.genesis:6.22,targum,ls.n17516
159,urn:cts:compnov:bible.genesis:6.22,septuagint,ls.n17516
159,urn:cts:compnov:bible.genesis:6.22,septuagint,ls.n34700
160,urn:cts:compnov:bible.genesis:7.1,vulgate,ls.n13804
160,urn:cts:compnov:bible.genesis:7.1,vulgate,ls.n50883
160,urn:cts:compnov:bible.genesis:7.1,targum,ls.n13804
160,urn:cts:compnov:bible.genesis:7.1,targum,ls.n49372
160,urn:cts:compnov:bible.genesis:7.1,targum,ls.n25264
160,urn:cts:compnov:bible.genesis:7.1,septuagint,ls.n13804
160,urn:cts:compnov:bible.genesis:7.1,septuagint,ls.n25264
162,urn:cts:compnov:bible.genesis:7.3,septuagint,ls.n31512
163,urn:cts:compnov:bible.genesis:7.4,vulgate,ls.n17516
163,urn:cts:compnov:bible.genesis:7.4,targum,ls.n17516
163,urn:cts:compnov:bible.genesis:7.4,septuagint,ls.n17516
164,urn:cts:compnov:bible.genesis:7.5,vulgate,ls.n17516
164,urn:cts:compnov:bible.genesis:7.5,vulgate,ls.n27841
164,urn:cts:compnov:bible.genesis:7.5,targum,ls.n17516
164,urn:cts:compnov:bible.genesis:7.5,septuagint,ls.n17516
165,urn:cts:compnov:bible.genesis:7.6,vulgate,ls.n46529
165,urn:cts:compnov:bible.genesis:7.6,targum,ls.n46529
165,urn:cts:compnov:bible.genesis:7.6,septuagint,ls.n46529
166,urn:cts:compnov:bible.genesis:7.7,vulgate,ls.n46529
166,urn:cts:compnov:bible.genesis:7.7,vulgate,lexent.n15868
166,urn:cts:compnov:bible.genesis:7.7,targum,ls.n46529
166,urn:cts:compnov:bible.genesis:7.7,targum,lexent.n15868
166,urn:cts:compnov:bible.genesis:7.7,septuagint,ls.n46529
166,urn:cts:compnov:bible.genesis:7.7,septuagint,lexent.n15868
167,urn:cts:compnov:bible.genesis:7.8,vulgate,ls.n29781
167,urn:cts:compnov:bible.genesis:7.8,targum,ls.n41252
167,urn:cts:compnov:bible.genesis:7.8,septuagint,ls.n41252
168,urn:cts:compnov:bible.genesis:7.9,vulgate,ls.n46529
168,urn:cts:compnov:bible.genesis:7.9,septuagint,ls.n46529
169,urn:cts:compnov:bible.genesis:7.10,vulgate,lexent.n48771
169,urn:cts:compnov:bible.genesis:7.10,targum,ls.n17516
169,urn:cts:compnov:bible.genesis:7.10,targum,ls.n46529
169,urn:cts:compnov:bible.genesis:7.10,septuagint,ls.n17516
169,urn:cts:compnov:bible.genesis:7.10,septuagint,ls.n46529
170,urn:cts:compnov:bible.genesis:7.11,vulgate,ls.n42012
170,urn:cts:compnov:bible.genesis:7.11,vulgate,ls.n46529
170,urn:cts:compnov:bible.genesis:7.11,vulgate,ls.n2980
170,urn:cts:compnov:bible.genesis:7.11,targum,ls.n42012
170,urn:cts:compnov:bible.genesis:7.11,targum,ls.n46529
170,urn:cts:compnov:bible.genesis:7.11,targum,ls.n2980
170,urn:cts:compnov:bible.genesis:7.11,septuagint,ls.n42012
170,urn:cts:compnov:bible.genesis:7.11,septuagint,ls.n46529
170,urn:cts:compnov:bible.genesis:7.11,septuagint,ls.n2980
171,urn:cts:compnov:bible.genesis:7.12,vulgate,ls.n17516
171,urn:cts:compnov:bible.genesis:7.12,vulgate,ls.n46529
171,urn:cts:compnov:bible.genesis:7.12,septuagint,ls.n17516
171,urn:cts:compnov:bible.genesis:7.12,septuagint,ls.n46529
172,urn:cts:compnov:bible.genesis:7.13,vulgate,ls.n46529
172,urn:cts:compnov:bible.genesis:7.13,targum,ls.n46529
172,urn:cts:compnov:bible.genesis:7.13,septuagint,ls.n46529
173,urn:cts:compnov:bible.genesis:7.14,vulgate,ls.n29781
173,urn:cts:compnov:bible.genesis:7.14,targum,ls.n41252
173,urn:cts:compnov:bible.genesis:7.14,septuagint,ls.n29781
174,urn:cts:compnov:bible.genesis:7.15,vulgate,ls.n46529
174,urn:cts:compnov:bible.genesis:7.15,targum,ls.n46529
174,urn:cts:compnov:bible.genesis:7.15,septuagint,ls.n46529
175,urn:cts:compnov:bible.genesis:7.16,vulgate,ls.n46529
175,urn:cts:compnov:bible.genesis:7.16,targum,ls.n46529
175,urn:cts:compnov:bible.genesis:7.16,septuagint,ls.n46529
175,urn:cts:compnov:bible.genesis:7.16,septuagint,ls.n8535
176,urn:cts:compnov:bible.genesis:7.17,vulgate,ls.n17516
176,urn:cts:compnov:bible.genesis:7.17,vulgate,ls.n46529
176,urn:cts:compnov:bible.genesis:7.17,vulgate,ls.n29924
176,urn:cts:compnov:bible.genesis:7.17,targum,ls.n46529
176,urn:cts:compnov:bible.genesis:7.17,targum,ls.n11570
176,urn:cts:compnov:bible.genesis:7.17,septuagint,ls.n17516
176,urn:cts:compnov:bible.genesis:7.17,septuagint,ls.n46529
176,urn:cts:compnov:bible.genesis:7.17,septuagint,ls.n29924
177,urn:cts:compnov:bible.genesis:7.18,vulgate,ls.n41195
177,urn:cts:compnov:bible.genesis:7.18,vulgate,ls.n17964
177,urn:cts:compnov:bible.genesis:7.18,targum,ls.n11570
177,urn:cts:compnov:bible.genesis:7.18,targum,ls.n17964
177,urn:cts:compnov:bible.genesis:7.18,septuagint,ls.n29924
177,urn:cts:compnov:bible.genesis:7.18,septuagint,ls.n17964
178,urn:cts:compnov:bible.genesis:7.19,vulgate,ls.n46529
178,urn:cts:compnov:bible.genesis:7.19,targum,ls.n46529
178,urn:cts:compnov:bible.genesis:7.19,septuagint,ls.n46529
179,urn:cts:compnov:bible.genesis:7.20,vulgate,ls.n46529
179,urn:cts:compnov:bible.genesis:7.20,septuagint,ls.n46529
180,urn:cts:compnov:bible.genesis:7.21,vulgate,ls.n46529
180,urn:cts:compnov:bible.genesis:7.21,vulgate,ls.n29781
180,urn:cts:compnov:bible.genesis:7.21,vulgate,ls.n41252
180,urn:cts:compnov:bible.genesis:7.21,targum,ls.n29707
180,urn:cts:compnov:bible.genesis:7.21,targum,ls.n46529
180,urn:cts:compnov:bible.genesis:7.21,targum,ls.n29781
180,urn:cts:compnov:bible.genesis:7.21,targum,ls.n41252
180,urn:cts:compnov:bible.genesis:7.21,septuagint,ls.n29707
180,urn:cts:compnov:bible.genesis:7.21,septuagint,ls.n46529
180,urn:cts:compnov:bible.genesis:7.21,septuagint,ls.n29781
181,urn:cts:compnov:bible.genesis:7.22,vulgate,ls.n46529
181,urn:cts:compnov:bible.genesis:7.22,vulgate,ls.n29707
181,urn:cts:compnov:bible.genesis:7.22,targum,ls.n46529
181,urn:cts:compnov:bible.genesis:7.22,targum,ls.n29707
181,urn:cts:compnov:bible.genesis:7.22,septuagint,ls.n20077
181,urn:cts:compnov:bible.genesis:7.22,septuagint,ls.n46529
181,urn:cts:compnov:bible.genesis:7.22,septuagint,ls.n29707
182,urn:cts:compnov:bible.genesis:7.23,vulgate,ls.n46529
182,urn:cts:compnov:bible.genesis:7.23,vulgate,lexent.n15868
182,urn:cts:compnov:bible.genesis:7.23,targum,ls.n46529
182,urn:cts:compnov:bible.genesis:7.23,targum,lexent.n15868
182,urn:cts:compnov:bible.genesis:7.23,septuagint,ls.n46529
182,urn:cts:compnov:bible.genesis:7.23,septuagint,lexent.n15868
183,urn:cts:compnov:bible.genesis:7.24,septuagint,ls.n46529
184,urn:cts:compnov:bible.genesis:8.1,vulgate,ls.n46529
184,urn:cts:compnov:bible.genesis:8.1,vulgate,lexent.n15868
184,urn:cts:compnov:bible.genesis:8.1,targum,ls.n46529
184,urn:cts:compnov:bible.genesis:8.1,targum,lexent.n15868
184,urn:cts:compnov:bible.genesis:8.1,targum,ls.n17516
184,urn:cts:compnov:bible.genesis:8.1,septuagint,ls.n46529
184,urn:cts:compnov:bible.genesis:8.1,septuagint,ls.n41252
184,urn:cts:compnov:bible.genesis:8.1,septuagint,lexent.n15868
184,urn:cts:compnov:bible.genesis:8.1,septuagint,ls.n7622
185,urn:cts:compnov:bible.genesis:8.2,vulgate,ls.n8535
185,urn:cts:compnov:bible.genesis:8.2,vulgate,ls.n46529
185,urn:cts:compnov:bible.genesis:8.2,targum,ls.n8535
185,urn:cts:compnov:bible.genesis:8.2,targum,ls.n46529
